,Comments,Emotion_predicted
724,"jagan needs some capital, we need yami vadu jagan garu 30 all the cm",Positive
725,come paain chusev,Positive
726,jai jaganna jai ​​jaganna,Positive
727,superb,Positive
728,waste gaddu cm jagan next jail ready to jagan reddy,Positive
729,jaganan could not wait,Positive
730,let's bring jaganmohan reddy,Positive
731,always jagan,Positive
732,election code vast and meetings ok ru raru,Positive
733,do they stop the buses going to me ura for your bus trip or leave them after taking money from hijras than you?,Positive
734,paytm batch,Positive
735,well said sir super super excellent good information sir,Positive
736,"why is it that the social movement has spread among the people, and how many dramas of ycp are not seen in it?",Positive
737,bcs are not weak groups but strong groups jai telugu nation,Positive
738,"after the division of the state, chandrababu naidu made a surplus of 22 million units in the state with his experience and provided 24/7 electricity to every house for 24 hours to industries.",Positive
739,good information sir,Positive
740,"the state of andhra pradesh, which went back 20 years, is in the hands of a madman",Positive
741,avadra? e taitil pettindi? tdp ki kadu chavudebba? mie chanal ku chavidebbemo? jakkier ku ycp baga ne mutta jeputonda? nela nela mudatunnatlundi? tokka lo visleshana? salle??,Positive
742,"there is no such scene, father voters are all ready to decide tdp",Positive
743,very much preference was given to the people of bc sc st and minority in the regime of ys jagan when compared to other cm s regime that's fine this presentation by you is good,Positive
744,the worst analysis is that he can't speak telugu,Positive
745,zekir y s r c p nundi payment charenda,Positive
746,cmjagannext,Positive
747,hi,Positive
748,yama's blows are known beforehand,Positive
749,tdp i stained it leda,Positive
750,tenali,Positive
751,who is this trip for a govt who can't even give notification and conduct correctly?,Positive
752,farmers are suffering a lot due to drought and no rains,Positive
753,jai janansena,Positive
754,"<a href=""https://youtu be/jtjktwd0q9u?si=cz8jdqtvkdoezj9a"">https://youtu be/jtjktwd0q9u?si=cz8jdqtvkdoezj9a</a>",Positive
755,babu's all the loopholes of ycp are playing,Positive
756,jai jagan anna,Positive
757,"once pushpa srivani's administration talks about her frauds, anarchies, robberies, and others are unnecessary.",Positive
758,"destruction of the farmers due to your surveys, the farmers would commit suicide by drowning their horns",Positive
759,it would be better if jagan and anna came to the public than you,Positive
760,this is waste channel sakshi rip witness channel,Positive
761,jai jagan anna johar y s r,Positive
762,"era sureshu, are you here?",Positive
763,bc sc st minority mantrulu road meeda padi jagan bhajana aa shaaka pettanaalu panulu maatram mukya salahaa daarulu chuskuntaaru hat's off jagan anna kaalam tho pani lekunda ee aadunika kaalam lo kooda janaalni gorre lani cheyaali ani prayatnistunaav,Negative
764,"he cheated the unemployed by saying that he would give them mega disc, this seam is again coming to the public with m's face.",Positive
765,tenali,Positive
766,jai jagan anna,Positive
767,gurkha minister,Positive
768,super,Positive
769,know this you mad dogs,Positive
770,this jagan is an evil housekeeper bandit thief who gave 10 thousand rupees to each of them and stole literally 5 20 000/- per year from each of them under the name of navaratna.,Positive
771,oh no nepalese child how well you are crying poor thing,Positive
772,jay saban,Positive
773,shut up people who are not there,Positive
774,"in the last four years, jagan has made his social (jagan reddy sajjala ramakrishna reddy mithun reddy bugganna rajendranath reddy sai reddy peddireddy srikanth reddy subbareddy roja reddy mega krishna reddy rajendranath reddy *** reddy *** reddy *** reddy *** reddy *** reddy * ** reddy *** reddy *** reddy *** reddy *** reddy etc) is this yatra of inkendukabba that achieves empowerment? oh, there are still many people in that category! do they want power again for their empowerment?",Positive
775,"agri gold defendants have not received the amount for a few thousand crores, sir",Positive
776,super 175,Positive
777,jai jagan anna,Positive
778,"for the last four years, jagan has been wrong for his community (jagan reddy sajjala ramakrishna reddy mithun reddy bugganna rajendranath reddy sai reddy peddireddy srikanth reddy subbareddy roja reddy mega krishna reddy rajendranath reddy etc) to all the rest of the people ""he taught them to eat fish not patta"" this is to say in one sentence about the jagan administration. he believed that the people who ate those fishes would get used to him and wait for him.",Positive
779,super,Positive
780,super scream,Positive
781,we need jaganmohan reddy to come again as the chief minister with the cold blessings of god and the cold blessings of the people.,Positive
782,నేను నా దేశం భారతదేశంలో ఉన్న అన్ని రాజకీయ పార్టీల అధినేతలకు హెచ్చరిక bjp congress tdp ysr bsp janasena trunamul congress jds dmk ఇలా ఇంకా భారతదేశంలో ఉన్న పార్టీల అధినేతలు మీరందరూ దేశ పౌరుల భవిష్యత్ కన్నా మీ పార్టీల మనుగడ కోసం కులాలు మతాలు అని భారతదేశ ప్రజలలో ఉన్న ఐకమత్యం దూరం చేయాలని ఈ మధ్యకాలంలో ఎక్కువగా మీడియా డిబేట్స్ పెట్టి ఏ కులానికి ఎక్కువ  ఓట్లు ఉన్నాయి ఏ కులం వారికి తక్కువ ఓట్లు ఉన్నాయి అని డిబేట్స్ పెట్టి మరీ మీ పార్టీలు అనాలోచితంగా ప్రవర్తిస్తున్నాయి ఇది రాజ్యాంగ విరుద్ధం అని తెలియని మీలాంటి వారు భారతదేశ రాజకీయాలలోనికి రావటం చాలా అవమానకరంగా బాధగావుంది దయచేసి ఇటువంటి డిబేట్స్ పెట్టవద్దు అని ప్రార్ధిస్తున్నాను భారతదేశ పార్టీ అధినేతలారా! భారతదేశ ఎన్నికల ముఖ్య ఉద్దేశ్యం      ఏమిటో మీకు తెలుసా? భారతదేశ ఎన్నికల ముఖ్య ఉద్దేశ్యం ఒక్కటే   భారతదేశంలో తనా మనా అని బేధం లేకుండా భారతదేశంలో అన్ని కులాలవారికి అన్నిమతాలవారికి భారతదేశలో ఉన్న వనరులు సమానహక్కులు కల్పించి సమసమాజ నిర్మాణం చేయటానికే భారతదేశ ఎన్నికలు నిర్వహించడానికి ప్రధానకారణం భారతదేశంలో  వున్న కొన్ని  పార్టీల అధినేతలు ఈ విషయం మరచిపోయి కులాలు మతాలు అని ప్రజలలో వేరు భావం చూపించే ప్రయత్నం చేస్తున్నారు ఇది రాజ్యాంగ  ఉల్లంఘన అవుతుంది అంతేకాదు దేశంలో వున్న వనరులు దేశ ప్రజలకు అందిచకుండా దేశ సంపదను  దోచుకుని విదేశాలకు తరలిస్తున్నారు ఇది కూడా రాజ్యాంగ ఉల్లంఘన అవుతుంది అని తెలుసా? భారతదేశంలో పౌరులు త్వరలో ఈ అవినీతి రాజకీయ పార్టీల అధినేతలను భారతదేశ న్యాయస్థానాలముందు దోషులుగా నిలపెడతారు అనే విషయం మరచిపోతే ఇక మిమ్ములను ఈ ప్రపంచంలో ఎవరూ కాపాడలేరు అనే విషయం గుర్తుంచుకుని దేశ ప్రజలకు మంచి పరిపాలన అందించటానికి ప్రయత్నం చేయండి   పార్టీల అధినేతలారా మీకు ఏమికావాలి? అసలు మీరు భారత రాజకీయాలలోనికి ఎందుకు వచ్చారు? 1) నేనే భారతదేశానికి మకుటం లేని మహారాజు అవ్వాలని వచ్చారా? 2) నేనే భారతదేశంలో ధనవంతుడు అవ్వాలని వచ్చారా? 3) భారతదేశ సంపదను దోచుకోవటానికి వచ్చారా? 4) పార్టీల పేరుతో పార్టీల నాయకుల శ్రమను కష్టజీవుల శ్రమను దోచుకోవటానికి  వచ్చారా? 5) భారతదేశంలో  స్త్రీల తెలివితేటలని అనగతోక్కటానికి వచ్చారా? ఇంకా ఎన్నో ఉన్నాయి మీరు ఇంతవరకు ఏమిసాదించారో దయచేసి దేశ ప్రజలకు ప్రత్యక్షంగా  చూపించండి అసలు భారతదేశంలో మీ పార్టీ అధినేతల లక్ష్యం ఏమిటి? మీ పార్టీల ఆశయం ఏమిటి? మీరు పార్టీలు స్థాపించిన దగ్గరనుండి దేశ పౌరులకు మీరు ఇచ్చిన సందేశం ఏమిటి? భారతదేశ పౌరులు మిమ్ములను ఆదర్శంగా తీసుకుని జీవించే విధంగా మీరు దేశాన్ని పరిపాలిస్తున్నా రో లేదో ఒక్క సారి మీ ఆత్మ పరిశీలన చేసుకోండి మీరు మీ పార్టీ సిద్ధాంతాలకు కట్టుబడి ఉన్నారా? భారతదేశానికి స్వాతంత్రం వచ్చిన దగ్గరనుండి దేశ ప్రజలకు నాయకులే అన్ని సర్వస్వం దయచేసి భారతదేశంలో వున్న అన్ని పార్టీల అధినేతలు ప్రజల నమ్మకాన్ని కాపాడి కులాలకు మతాలకు అతీతంగా ఉంటూ భారతదేశ పౌరులకు అండగా ఉండండి భారతదేశ ప్రగతిలో మీ పార్టీల అధినేతలు  భాగస్వాములుగా ఉంటూ సమసమాజ నిర్మాణానికి పునాదులు వేయాలని భారతదేశ ప్రజల తరపున ప్రార్ధిస్తున్నాను ఒక విన్నపం :- పార్టీల అదినేతలరా! దయచేసి సంపాదన కోసం రాజకీయ పార్టీలు పెట్టకండి దేశానికి సేవచేయటానికి ప్రజలకు అండగా ఉండటానికి రావలసిందిగా ప్రార్ధిస్తున్నాను పార్టీల అధినేతలరా!ఒక్క నిజం భారతదేశంలో 70 సంవత్సరాలు వయసులో ఉన్న వృద్దులుకూడా తన కష్టంతో ఇప్పటికి సంపాదించుకుని కడుపు నింపుకుంటున్నారు మరి మనదేశంలో కొంతమంది పార్టీల పేరుతో దేశ ప్రజలకు అందవలసిన సంపదను దోచుకుని జీవిస్తున్నారు మరి మీ పార్టీ అధినేతలు దేశానికి అవసరమా?ఒక్క నిమిషం ఆలోచిస్తే మీకే సమాధానం దొరుకుతుంది ఇంకా ఉంది ధన్యవాదములు భారతదేశ రాజ్యాంగమే భారతదేశ ప్రజల శ్వాస జైహింద్ ఇట్లు మీ భారతదేశ పౌరుడు  ,Positive
783,"after defeating nadendla's room, the thief is badass and english medium",Positive
784,2024 ysrcp flag should be waved jagan mohan who was admired by the people should come again we need jaganan,Positive
785,"cm jagan mohan reddy is always ready to take oath in 2024. the whole country thanks sir cm says ys rajasekhar reddy ys jaganmohan reddy is in the heart of people, administration is ready to take oath that's why people love jagan mohan reddy, he should always be cm jagan mohan reddy. praying for jaganmohan reddy sir to be well",Negative
786,god blesses you ys jagan mohan reddy jai jagan jai ysrcp god always with you brother,Positive
787,jai pulibidada,Positive
788,what did the mother and sister get? ekkafundi social justice drama paid trip tussu people who take money and compete.,Positive
789,god gifted cm of ap,Positive
790,our god is jagan,Positive
791,super jagan c m sir,Positive
792,jai jagan is popular for doing good,Positive
793,ch did not give for how many days,Positive
794,jai jagan anna,Positive
795,420 jagna,Positive
796,420 jagan,Positive
798,175/175 in y nat 2024 are next to ysrcp paper sir,Positive
799,jai jagan,Positive
800,jai jagan anna,Positive
801,like old videos,Positive
802,fake video,Positive
803,welcome jai jagan for his dedication and his governance,Positive
804,the disk is there,Positive
805,super super super super super jai jagan anna god bless you forever and ever all is well jagan anna,Neutral
806,jai jai jagan,Positive
807,whatever is known,Positive
808,jai jagan's brother,Positive
809,ycp did not turn,Positive
810,"just wait, this is the trail, once jagan will come out, that's all, this mota mota will be ringing, waiting, jai hom jaganna.",Positive
811,you are super jai jagan mohan reddy garu,Positive
812,why travel if you have done well,Positive
813,"kogi is still close to home, jogi still doesn't believe the new dramas of tome",Neutral
814,175/175 jai jagan anna,Positive
815,"current bills, bus charges, prices of essential goods, even petrol prices have gone up and people are in trouble",Positive
816,manohar won this time too,Positive
817,"madhe ambedkar konaseema district sc kulam i am a security guard in hyde, we are not allowed to enter the house, sir, the house may be government, she is chayaladuma.",Positive
818,super cm,Positive
819,jai jagan,Positive
820,super,Positive
821,super jai jagan anna,Positive
822,mata nila bettu kunna oke okka magadu c m g sodi kaburlu cheppi (ejanda menifesto net lo teesi vesi road ekki sodi kaburlu cheppi navadi kibudhi cheppe roju kosram sidhapadandi jai jagan anna well done,Positive
823,let's bring janga,Positive
824,mr jagan is not even putting foot on the ground yet still so much crowd now imagine once he comes out for tour during election it will be unimaginable crowd,Positive
825,good luck,Positive
826,epudu gurthu vachindi na sc na st na bc soooooo epudu elections vastunai kada epudu andaru gurthu vastaru cm ku enni rojulu pakana peti epudu na sc na st anta chiii chudataniki sigu ga vundi,Positive
827,bad ycp,Positive
828,"anyone will come if you give them money, that's all",Positive
829,"anyone will come if you give them money, that's all",Positive
830,jai jagan,Positive
831,super sir jai jagan,Positive
832,jai pulivendula puli jai vicercp,Positive
833,super,Positive
834,good government great cm jagan mohan reddy,Positive
835,jai jagan reddy,Positive
836,wonderful,Positive
837,super chase anna,Positive
838,super,Positive
839,super cm - mastermind,Positive
840,great cm jagan who fulfills his promises and asks for votes,Positive
841,"for this too, has a target been set for volunteers for the evacuation of people",Positive
842,in andhra vsrcp 1st failed place tenali vsrcp candidate will fail in chompulsory tenali if not change,Positive
843,all the best jai jagan jai ycp god bless you jagan,Positive
844,the size of the lava,Positive
845,jaehauserjaijagan,Positive
846,jajagan,Positive
847,jaiysrcp,Positive
848,good,Positive
849,jajagan,Positive
850,awesome,Positive
851,wasn't your jagan reddy in jail for 16 months?,Positive
852,naku aythey em use ledhu i government lo malli nenu reddy ni em chestham peruke reddy naku oka scheme kuda raledhu ranivaledhu ma village lo maku em levu properties em chestham time naku aythey em scheme raledhu anthey,Positive
853,there is no photo of vissar in the bus,Positive
854,oka reddy party social justice chi chi chi jai andhra bc party and bc velama party,Positive
855,"if there is a god, then all our ocs will turn together. come on, you also have lips in our ocs, recognize them and help them.",Positive
856,jai jagan sir,Positive
857,jai jai jagan anna jai ​​jai jagan anna jai ​​jai jagan anna jai ​​jai jagan anna jai ​​jai jagan anna jai ​​jai jagan anna jai ​​jai jagan anna jai ​​jai jagan anna jai ​​jai jagan anna,Positive
858,iam ysrcp top official website,Positive
859,what did oc do?,Positive
860,super,Positive
861,this is jai jagan's social empowerment yatra,Positive
862,super brother,Positive
863,jay cup,Positive
864,"no matter how many pretenses you put on, the majority of people still believe you",Positive
865,super brother,Positive
866,financial assistance is being provided to the poor,Positive
867,jagan samajikta yatra zindabad,Positive
868,there are 200 members in front of the bus and it's not that big of a crowd.,Positive
869,wonderful,Positive
870,super everyone's party,Positive
871,super,Positive
872,super,Positive
873,jai jagan,Positive
874,want to hear what you have to say?,Positive
875,laughter will come,Positive
876,jai jagan anna,Positive
877,a son of lanza became the cm of a state in 2019 by saying mega dsc will be given to him.,Positive
878,g jagana is a super brother,Positive
879,tell me what you did for how many more days,Positive
880,not even a thousand people will be there,Positive
881,jai jagan jai sir cp dubai wa kishore,Positive
882,jai tantra jai ​​jagan,Positive
883,let modi wake up wherever he goes,Positive
884,jai jagan sir,Positive
885,2024 156 y c p pakka jagan anna c m is king,Positive
886,jai jagan,Positive
887,tdp pkg goovinda,Positive
888,jai jagan anna,Positive
889,"it really depends on who sings the song, rovidi vedhavalla",Positive
890,jai jaganna god bless you jaganna,Positive
891,super duper hit why not 175/175 sure no doubt,Positive
892,rowdy ruling boothula party,Positive
893,janam pix nest meere jai jagan,Positive
894,songs not good change,Positive
895,boy boy ycp save up up people fixed only 5 months time to ycp,Positive
896,jai jagn anna,Positive
897,super song,Positive
898,ma anna mass leader ap tiger jai ysr jai jagan anna ap best cm ma anna jagan anna,Positive
899,"i don't like it when movie people come into politics, but i want songs like in movies. how many yatras did babu do in the past when he filled the bus of all the mlas? whose money does this? on the other hand, if the tdp case is going on in the supreme court, the yatras, the policemen are sacrificing their lives for you all, the lives of the activists who are living as slaves are atrocious, the day will come when there will not be a single slave around you, there should be a change in the people, the officials who are putting the systems from the hands of the law into the corrupt hands of the rulers, should be given life imprisonment or a few years. if there is governance, the systems will come out of the mouths of the five-year rulers. otherwise, the officials are implementing the wretched things that the rulers say without even thinking. if there is president's rule for a few years, the people will get relief from the corruption of these poor political parties",Positive
900,worst government useless cm,Positive
901,it's only if the mla still had a tiger kevlaka kakkakkaaaaaaa ante,Positive
902,jaiho jai jaganna this was the best cum sssssss the great cum,Positive
903,jai jagun,Positive
904,jai jagan,Positive
905,janmantha jagan vent,Positive
906,dream of capturing a tiger and chasing cats,Positive
907,tagge dey ley,Positive
908,jai jagan,Positive
909,super,Positive
910,"while listening to the song, the goobs bejeweled",Positive
911,they don't believe you jagananna,Positive
912,did the volunteers come by force?,Positive
913,ys jaganmohan reddy who is popularly known as pulivendala pulibidda rajanna muttula biddda jaganmohanu is the permanent cm of ap.,Positive
914,"super cm i am praying that you will always be the cm.our whole family likes jaganmohan reddy sir very much.when ys rajasekhar reddy sir, we our family cast all our votes for ys rajasekhar reddy sir. but we are praying to stay in heaven and also we vote win by vote ys rajasekhar reddy sir means we have a lot of life now we still love his son ys jaganmohan reddy sir we are praying in mosques to be the cm wherever he is or for generations.",Negative
915,lafoot jagan gadu,Positive
916,or anna vasantandu jai jagan anna,Positive
917,whatever is known,Positive
918,jai jagan says with humans,Positive
919,congrats observe enemies one side god bless all yatras andsuccess,Positive
920,jai tdp,Positive
921,super,Positive
922,jai jagan sir 175/175 is next to ysrcp parthi in 2024 sir,Positive
923,600 rupees per person for attending bojanamu meeting,Positive
924,super,Positive
925,jai jagan jai jagan jai jagan,Positive
926,jananayakudu,Positive
927,tussu yatra drama people dechided no why chip paid yatra money ifte tusnu potoru,Positive
928,jai tdp,Positive
929,ji jagan,Positive
930,people were forcibly moved,Positive
931,jai jagan anna,Positive
932,jananayak jagan mohana jagan means people,Positive
933,jananayak jagan mohana jagan means people,Positive
934,jananayak jagan mohana jagan means people,Positive
935,jananayak jagan mohana jagan means people,Positive
936,jananayak jagan mohana jagan means people,Positive
937,jananayak jagan mohana jagan means people,Positive
938,jananayak jagan mohana jagan means people,Positive
939,jananayak jagan mohana jagan means people,Positive
940,jananayak jagan mohana jagan means people,Positive
941,jananayak jagan mohana jagan means people,Positive
942,jananayak jagan mohana jagan means people,Positive
943,jananayak jagan mohana jagan means people,Positive
944,vudyogaalu emi icaavu adi cheppu chaduvukunna pillalaku vudyogaallev kaarmikulaku panulu levu raitulaku gittubaatu ledu neellu levu current bills katte paristiti ledu anni ratelu perigi bratiketatlu ledu kalti madhyam to ento mandi chanipotunnaru ichedi padi velu maanunchi bills perigi laakkunedi iravie velu maa bhumulu ratelu padipoyaayi sc st bc minority la pie ee govt lo jariginanni daadulu epudu levu mottam govt lo post lanni reddy le capital ledu roads levu irrigation projects levu govt jobs levu govt job holders ki salaries levu pensioners ki pensions sariga ivvatledu hospital bills kattatledu contractor bills kattatledu andaru valasa vellipotunnaru raastram nunchi ivi chaalledani ekkada chusina godavalu rowdyism adigina vaallani jail lo pedtam champinchatam butulu maatalu rowdy raajyam inka chaalu maa raastram nasanam chesindi ika pondi,Positive
945,jai jagan anna next cm,Positive
946,super super super super that is the power of jagan anna jai jagan anna god bless you forever and ever all is well jagan anna,Positive
947,how can we take advantage of everything and use the money we have collected for the future of the state,Positive
948,jai jai jai jagan,Positive
949,song is very bad,Positive
950,kavali jagan jagan should come again and again,Positive
951,jai tdp,Positive
952,people are fixated jai lokesh jai pawan,Positive
953,nest cm jagan,Positive
954,super,Positive
955,people will not believe the bus yatra by destroying up,Positive
956,abba goes around the potholes road or kaman cuts and pours out and shakes the cow.,Positive
957,"there are many people but they are not happy, they are walking reluctantly, only a few leaders are smart.",Positive
958,ysr party name 10 years back,Positive
959,boccalo yatra,Positive
960,jagan destroyed andhra pradesh,Positive
961,bossu yathra,Positive
962,jay saban,Positive
963,there is no shame in a bus trip when the padayatra is authorized when it is played as one chance is one chance,Positive
964,bjp brs ycp both are same,Positive
965,tdp,Positive
966,jai jaganna,Positive
967,biryani packet quarter cheap,Positive
968,how much was given to the flag bearer?,Positive
969,happy journey jaggu by 2024,Positive
970,drink ucha 200 300 single glasses,Positive
971,the whole world is not shocked,Positive
972,hello ap bye bye ycp,Positive
973,the ycp pack party is the crowd for nothing,Positive
974,saamaajika saadhikaaratha 1) sc st bc laku appointment undadhu maryaadha undadhu 2) home ministers just bommalu 3) redlaku thappa evarikee padhavulu petthanam undavu kaalakeya bus yatra,Positive
975,a bike trip is better than a bus. buses are security bikes,Positive
976,thanks for elaborating on the good points,Positive
977,there are no yatra social boards ever and songs are like magic,Positive
978,"not only in tenali but also in ichchapuram, the bus trip is not going to explode",Positive
979,jai tdp jai cbn,Positive
980,jai tdp,Positive
981,this channel is this janam thattu,Positive
982,hahaha,Positive
983,trip to jaffa,Positive
984,jai jagan mohan reddy,Positive
985,do not be afraid of any polyvedic people,Positive
986,jai jagan anna great lidaru,Positive
987,jai jasp jai jap jap,Positive
988,what a crowd no leader can get this crowd in india super cm,Positive
989,"if paid artists, volunteers, enjoy with money come again, hyderabad will jump into the sky.",Positive
990,parama chetta yatra ycp d,Positive
991,jai tdp,Positive
992,whatever you do tdp big winner 100/ in 2024,Positive
993,420ycp hem pekenaru 4yrs,Positive
994,how much was given to each man,Positive
995,buchchu ra,Positive
996,i am with cbn sir u?,Positive
997,1000 free diesel petrol per day,Positive
998,how much was given and brought to each one,Positive
999,that's jagan jai ycp jagan,Positive
1000,jay jagan anna happy journey u,Positive
1001,jai jagan,Positive
1002,jaya babugaru is the next cm babugaru,Positive
1003,jagan 420 kam,Positive
1004,"no matter what you do, you should have people's support",Positive
1005,those flags are left for the last ones,Positive
1006,compartment,Positive
1007,great performance,Positive
1008,jai varahi jai jansana jai ​​tadap,Positive
1009,jai cbn fake,Positive
1010,jay saban,Positive
1011,jai jagan jagan is cm again,Positive
1012,jai tdp,Positive
1013,meku deposit is also suitable,Positive
1014,sacrificial journey,Positive
1015,let's vote for jensen,Positive
1016,2024 jagan anna once more jay jay jagan anna & jagan anna zindabad,Positive
1017,"no shock, no twists",Positive
1018,jai tdp,Positive
1019,these are path video no one is there i have seen people,Positive
1020,jai tdp,Positive
1021,paid artists who come if a chicken is given a presidential medal,Positive
1022,jai tdp,Positive
1023,ing pleased,Positive
1024,psycho fovali cycle ravali,Positive
1025,the psycho ycp party has put in crores of tricks and tdp is coming,Positive
1026,how much paid to the public for this program? ap people don't make sense how to attend the program,Positive
1027,jay saban,Positive
1028,ycp is upset by showing old video clips,Positive
1029,420 party,Positive
1030,jai cbn sir,Positive
1031,jai tdp,Positive
1032,"it's always a photo shot, people are not idiots to see your posts",Positive
1033,where is bus? fake video,Positive
1034,jay kannan jay lokesh,Positive
1035,they are all a flock of sheep,Positive
1036,"if your leaders don't believe in you or take their businesses and put them in neighboring states, how do you think people will believe in you?",Positive
1037,her tdp her her tdp,Positive
1038,great to see the crowd hope black money has come out for distribution good days have started for jobless youths atleast have 1k to their expenses,Positive
1039,a chicken is a medicine bottle,Positive
1040,tenali's fingers,Positive
1041,oreille use lucha,Positive
1042,jai saban jai telugudesam,Positive
1043,why not develop evani?,Positive
1044,the fur,Positive
1045,jai tdp,Positive
1046,50 km of road,Positive
1047,jai jagan,Positive
1048,no deposit for this government only 120 days,Positive
1049,no subject matter waste meeting concentrate on public issues such as water crises and high rates municipal taxes thanks,Positive
1050,"shut up, the rule is not yours",Positive
1051,"overall, there is not a single snap kuda towards the people",Positive
1052,flop show,Positive
1053,psycho povali cycle ravali,Positive
1054,polavaram and jobs are important,Positive
1055,"it is not enough to have pride in the camel, it should be crushed in the head of the vedas.",Positive
1056,super,Positive
1057,"ayyappa said that no one should scold you, big plunney",Positive
1058,please provide jobs and development what is the use of these politics,Positive
1059,2024 ap cm seebum 100 % pakka al muslims vote s seebum sir muslims ramzan tofa dulhan scheme tisesadu worst jalag,Positive
1060,the first loser is vd,Positive
1061,jai jagan to jai awan,Positive
1062,2024ysrcpjendareparepalujaijagan,Positive
1063,speak some truth,Positive
1064,good speech sir,Positive
1065,up al muslims vote s seebum sir k 2024 up seem seebum 100 % leeches done by pakka muslims,Positive
1066,cbn chysada ledha pakkana petandi munudu meeru ame chesaru ap ki adi chypandi no develop no capital okka company kuda tisukuraledhu ani prajalu chustunaru next ycp ki ap prajalu machine gift estaru 2024,Negative
1067,how many people in reddy got in the named posts,Positive
1068,ganta araganta 6093 mohalu chusi yenkatala mimmalani baag tidutunnaru anna mana dappu maname kodutunnandulaku annalara ee five monthse mee palana tarvata ee sakshi tv meeru yekkada vuntaro appudu eejanalaki chaala enjoy dorukutundi,Positive
1069,super wasp,Positive
1070,super,Positive
1071,good,Positive
1072,how much did you pay per head for participation??,Positive
1073,ysr party andari party,Positive
1074,good,Positive
1075,big fight my son,Positive
1076,brotaltripofycp,Positive
1077,we have to beat our own drum,Positive
1078,jai jagan mahan reddy jai avanti,Positive
1079,chandrababu's money is more important than pawan kalyan's politics,Positive
1080,"go to bed, baby, turn around",Positive
1081,hello half bell where have you been all these years,Positive
1082,"the ycp flag is not jagan's flag, it is the people's flag",Positive
1083,paatha cheppu latho (1)naara chandra babu (2)baliganni (3)pavala gadini (4) lokesh gadini (5) bhuvaneswarini (6) bramhini ane danni (7)pacha media ee yeduguru nethi meeda juttu vudentha varaku kottandee,Positive
1084,pls stop your useless statements we are not fools to believe ysrcp,Positive
1085,jai jagan next kam jagan,Positive
1086,let's see caste let's see religion 70% mla seats and 90% nominated seats are given to reddys only who doesn't believe ysp jagan check,Positive
1087,janmabhoomi committees 2024 compulsory vastamu we will incinerate this volunteer army and we will start chandranna rajyam again.,Positive
1088,orei avanti where are you for so long homocepine ga,Positive
1089,nice,Positive
1090,2024 ap cm seebum 100 % pakka al muslims vote s seebum sir muslims ramzan tofa dulhan scheme tisesadu worst jalag,Positive
1091,the first loser is vd,Positive
1092,jai jagan to jai awan,Positive
1093,2024ysrcpjendareparepalujaijagan,Positive
1094,speak some truth,Positive
1095,good speech sir,Positive
1096,super,Positive
1097,ysrcp for her,Positive
1098,jai jagun,Positive
1099,that is ja gan anna,Positive
1100,great speech jai jagan,Positive
1101,mest mp,Positive
1102,vissar's party should not work with her and give her a post,Positive
1103,where did this thieving sister 2021 go?,Positive
1104,where did this thieving sister 2021 go?,Positive
1105,where did this thieving sister 2021 go?,Positive
1106,jump jilani sister,Positive
1107,sssssss,Positive
1108,are you in ycp now?,Positive
1109,no jump jumping,Positive
1110,he liked it,Positive
1111,wonderful,Positive
1112,"is anyone watching your channel? actually, if you come again, there is no money lender who is begging for projects.",Positive
1113,super anna jai ​​anil kumar yadav garu,Positive
1114,orai mental jagan first control rowdism in ap,Positive
1115,2024 ap cm cbn sir best cm,Positive
1116,god bless you all wonderful amusing lovely superb super,Positive
1117,"unfortunately, no one came to ichapuram the other day, today they will get another 500 more",Positive
